# ILIAMNA_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,122.50,146.00,56.50,67.50,151.50,54.50,9.50,46.00,120.50,2.50,32.61,57.00,49.73,72.00,85.00,80.00,93.00,39.50,100.00,0.00,162.00,132.50,18.50,99.50,82.50,165.50,26.00,0.00,135.50,68.00,4.00,11.50,3.86,120.50,73.50,101.00,153.50,0.00,36.00,138.50,9.50,23.50,143.50
11,122.50,162.00,58.50,77.50,171.00,62.50,18.00,57.00,134.50,3.00,41.61,61.50,53.23,85.50,98.50,80.00,96.00,39.50,114.50,0.00,179.00,143.50,18.50,99.50,93.50,183.00,34.50,0.00,135.50,70.50,4.00,11.50,3.86,120.50,73.50,101.00,171.00,0.00,44.00,150.50,9.50,23.50,160.50
12,122.50,178.50,58.50,89.00,189.00,68.00,28.50,68.00,144.00,3.50,52.11,69.00,56.73,93.50,111.00,80.00,109.50,39.50,134.00,0.00,195.00,153.00,18.50,99.50,103.50,198.00,39.50,0.00,135.50,70.50,6.50,11.50,3.86,120.50,80.00,101.00,186.50,0.00,49.50,168.00,9.50,23.50,172.00
13,122.50,195.00,65.50,100.00,207.00,72.50,44.50,77.50,144.00,6.50,56.11,77.50,63.73,93.50,116.50,80.00,125.00,42.50,152.50,0.00,212.50,170.50,24.50,99.50,115.50,216.00,39.50,0.00,137.00,70.50,6.50,11.50,3.86,120.50,80.00,101.00,200.50,0.00,54.50,184.50,9.50,24.50,178.00
14,122.50,212.50,66.50,114.00,224.00,72.50,59.00,78.29,144.00,6.50,56.11,77.50,79.73,93.50,116.50,80.00,142.00,48.50,170.00,0.00,231.50,188.00,38.00,99.50,126.00,232.00,39.50,0.00,148.50,70.50,6.50,11.50,3.86,122.50,80.00,110.00,210.00,0.00,57.50,202.00,9.50,24.50,178.00
15,122.50,233.00,76.50,130.50,242.00,72.50,76.00,92.79,149.00,6.50,57.78,77.50,92.23,102.50,116.50,80.00,157.50,56.00,186.00,0.00,246.50,196.00,55.00,107.50,130.50,247.50,39.50,0.00,158.00,70.50,6.50,11.50,3.86,122.50,80.00,111.67,211.00,0.00,73.00,221.50,19.50,24.50,178.00
16,122.50,250.00,92.00,146.50,260.50,72.50,93.00,105.29,153.50,6.50,59.83,84.50,94.28,114.00,116.50,80.00,170.50,56.00,203.00,0.00,256.00,200.00,67.50,115.00,134.00,261.50,39.50,0.00,162.50,70.50,11.00,11.50,3.86,122.50,89.50,130.17,217.00,0.00,87.50,237.00,31.50,24.50,178.00
17,122.50,269.50,107.00,163.00,277.00,82.50,107.00,113.29,160.50,6.50,65.83,84.50,107.28,123.00,116.50,80.00,181.50,56.00,221.50,4.50,261.50,200.00,79.00,115.50,134.00,276.00,43.00,0.00,162.50,70.50,25.00,22.00,3.86,122.50,95.50,151.17,224.00,0.00,102.00,248.50,42.50,24.50,178.00
18,126.00,289.00,125.00,179.50,292.00,93.50,117.50,123.29,167.00,6.50,71.33,84.50,121.28,134.50,116.50,80.00,187.50,56.00,239.50,18.00,270.50,200.00,93.50,115.50,134.00,289.50,47.00,0.00,162.50,70.50,36.50,30.00,3.86,122.50,95.50,171.67,224.00,0.00,113.00,258.00,53.50,24.50,178.50
19,139.50,307.50,138.00,197.00,305.00,107.50,124.00,130.79,173.50,14.00,76.83,84.50,137.28,147.50,116.50,80.00,191.50,57.00,259.50,33.50,286.50,200.00,107.50,115.50,134.00,293.00,52.00,0.00,162.50,70.50,49.50,43.50,3.86,122.50,98.50,191.17,230.50,0.00,121.00,274.00,65.50,30.00,178.50
20,152.50,323.00,156.50,215.50,322.50,119.00,127.00,144.29,176.00,26.00,83.83,84.50,144.78,156.50,116.50,80.00,198.00,60.50,281.50,46.00,301.50,200.00,117.50,115.50,135.50,293.00,52.00,0.00,162.50,70.50,61.00,55.50,3.86,122.50,110.00,208.17,247.50,0.00,127.50,296.00,77.50,38.00,178.50
21,162.50,336.00,169.00,234.50,340.00,133.50,129.00,159.29,176.00,27.50,94.33,88.00,150.78,168.50,116.50,80.00,211.50,71.00,297.00,58.00,315.50,200.00,123.50,115.50,141.50,298.50,52.00,0.00,162.50,70.50,66.00,67.50,3.86,127.50,121.50,224.67,267.50,0.00,131.00,317.50,82.00,46.50,178.50
22,177.00,349.00,169.00,250.50,357.00,149.00,138.50,176.29,176.00,35.50,108.33,95.00,165.28,170.00,125.50,80.00,217.50,79.50,311.50,70.00,330.50,200.00,129.00,115.50,151.00,301.50,52.00,0.00,162.50,70.50,74.00,81.00,3.86,129.50,130.00,243.67,289.50,0.00,132.50,337.00,87.50,46.50,179.50
23,192.50,367.00,169.00,267.00,371.00,153.00,151.00,192.79,176.00,53.00,127.33,109.50,182.28,170.00,139.50,80.00,222.50,79.50,327.00,84.00,336.00,204.00,142.00,119.50,159.50,316.00,52.00,0.00,162.50,70.50,79.50,95.00,11.86,129.50,139.00,263.67,309.00,0.00,139.50,357.50,96.50,51.50,191.00
24,208.50,382.00,169.00,284.50,386.00,153.00,166.00,207.29,176.00,72.00,144.83,127.50,195.78,170.50,153.50,80.00,229.00,79.50,337.00,98.00,336.00,215.00,155.00,132.50,159.50,325.00,52.00,0.00,162.50,84.00,93.50,107.50,11.86,129.50,141.50,285.67,325.00,0.00,150.00,378.50,110.00,62.50,210.00
25,223.50,398.00,169.00,305.50,399.50,153.00,166.00,223.29,176.00,90.00,162.83,145.00,201.28,177.50,153.50,80.00,245.00,79.50,342.50,109.00,336.00,232.00,166.00,141.50,159.50,325.00,52.00,0.00,162.50,92.50,106.50,114.00,17.86,129.50,141.50,308.17,341.50,0.00,164.50,398.00,126.00,69.50,225.00
26,238.00,413.50,169.00,324.50,418.00,153.00,166.00,239.79,176.00,106.50,180.83,159.50,201.28,192.00,153.50,84.57,262.00,88.00,342.50,116.50,336.00,247.00,173.00,144.00,159.50,325.00,52.00,0.00,162.50,92.50,118.50,118.50,34.86,129.50,143.50,325.17,354.00,0.00,176.50,416.50,139.00,74.00,238.50
27,248.50,428.00,175.00,344.00,434.50,153.00,166.00,253.79,177.00,114.00,198.33,173.50,201.28,208.50,169.50,90.96,274.50,94.50,354.50,121.50,336.00,250.50,182.50,147.50,159.50,325.00,59.00,0.00,162.50,92.50,130.50,122.50,54.36,142.50,146.50,345.67,371.50,0.00,187.00,436.50,142.50,78.50,256.50
28,261.50,445.00,181.50,365.50,452.50,153.00,166.00,271.29,180.50,114.00,213.33,185.00,201.28,227.00,187.50,108.96,289.50,99.00,361.50,121.50,350.50,250.50,183.50,155.50,159.50,325.00,59.00,0.00,162.50,100.00,136.00,135.50,73.36,157.50,154.50,366.17,388.50,0.00,192.50,456.50,142.50,92.50,272.00
29,278.00,461.50,187.50,381.00,468.50,154.50,166.00,287.29,192.50,115.00,228.33,195.50,203.28,244.50,204.00,127.46,304.00,99.00,363.50,121.50,356.00,250.50,183.50,163.50,159.50,325.00,67.00,0.00,177.00,100.00,136.00,147.00,84.36,171.50,159.50,386.17,411.00,1.00,199.50,476.50,142.50,103.00,287.00
30,293.50,471.50,187.50,394.00,484.00,154.50,166.00,294.29,203.50,116.50,239.33,201.00,207.78,264.50,223.00,146.96,315.50,99.00,376.00,132.00,356.00,250.50,183.50,166.50,159.50,325.00,77.50,0.00,194.50,100.00,143.00,150.00,92.36,186.50,167.00,400.67,437.00,16.50,206.50,496.50,142.50,103.00,306.00
31,308.50,485.00,187.50,410.50,499.50,154.50,166.00,308.29,216.00,126.50,239.33,213.00,220.28,282.50,243.50,165.46,323.50,99.00,384.00,139.00,358.50,253.00,188.50,179.50,159.50,325.00,82.50,0.00,209.00,100.00,153.50,153.00,104.36,201.00,175.50,419.67,459.00,28.50,220.50,515.00,154.00,103.00,324.50
32,323.50,496.50,187.50,429.00,514.50,154.50,169.50,324.79,228.50,139.00,246.33,228.00,225.78,300.00,263.50,186.96,327.00,99.00,393.50,139.00,369.50,267.00,195.00,191.50,161.50,325.00,82.50,6.50,221.00,103.50,158.00,166.00,114.86,213.00,188.50,438.17,480.00,36.00,232.00,532.50,167.00,103.00,340.50
33,341.50,507.50,187.50,448.00,529.00,154.50,176.00,343.29,234.50,150.00,261.83,243.00,227.78,316.50,278.00,206.46,331.50,105.50,407.00,145.00,378.00,282.50,201.00,202.00,161.50,325.00,94.50,20.50,237.00,110.50,160.50,186.00,119.36,228.50,205.00,453.67,500.00,51.50,236.00,550.00,175.50,111.00,354.00
34,359.00,516.00,193.50,468.50,545.50,154.50,177.50,359.79,234.50,154.00,275.33,260.50,230.78,335.00,299.00,225.46,339.00,121.00,420.50,153.00,390.50,289.50,207.50,211.00,163.00,325.00,112.50,34.50,246.50,110.50,160.50,199.00,127.86,243.00,222.00,465.67,521.50,69.50,244.50,565.50,191.50,118.50,363.00
35,377.50,526.00,209.50,485.00,562.00,154.50,177.50,369.29,234.50,164.00,282.83,276.50,239.78,353.00,317.00,241.46,343.50,137.50,439.00,163.50,402.50,295.00,211.00,224.00,180.50,325.50,122.00,55.00,246.50,110.50,162.50,200.00,136.36,253.00,238.00,478.17,544.00,87.00,257.00,585.50,200.00,118.50,374.00
36,396.00,537.00,223.50,499.50,574.00,154.50,177.50,383.29,234.50,173.50,294.33,290.00,253.78,372.00,335.00,258.46,345.50,157.00,449.00,163.50,407.50,309.00,217.50,235.50,198.00,335.50,122.00,76.50,246.50,118.00,162.50,200.00,136.36,253.00,255.00,497.17,563.50,104.50,263.00,604.00,201.50,118.50,388.00
37,414.00,549.00,242.00,507.50,583.50,159.50,177.50,398.29,234.50,184.00,309.83,300.00,267.28,390.00,355.50,278.46,345.50,177.00,458.50,163.50,413.00,321.50,226.50,242.00,216.50,351.50,130.00,92.00,246.50,130.50,162.50,215.50,143.86,253.00,260.00,511.67,584.50,121.50,270.00,627.50,204.50,121.50,392.00
38,431.50,562.50,260.50,510.00,596.50,161.00,177.50,413.79,234.50,200.50,327.33,315.00,281.78,407.50,375.00,300.96,345.50,195.50,472.00,166.50,425.50,336.00,239.50,252.00,235.50,368.50,144.00,114.50,246.50,134.00,162.50,228.50,155.86,253.00,260.00,524.67,601.50,137.00,282.00,646.50,208.50,121.50,392.00
39,449.50,580.00,275.00,519.00,598.50,161.00,177.50,431.29,234.50,216.50,343.83,327.00,297.78,423.00,386.50,316.96,350.50,214.00,485.50,177.00,440.50,349.50,251.00,268.50,252.00,387.00,156.00,130.50,246.50,136.50,162.50,239.50,171.86,253.00,260.00,541.17,623.00,153.00,301.00,666.00,211.00,121.50,393.00
40,465.50,597.00,284.50,534.50,598.50,161.00,183.50,447.29,234.50,232.50,360.83,338.00,311.78,440.50,397.50,334.46,366.50,236.00,500.50,189.00,458.00,367.50,254.00,286.00,269.00,403.50,163.00,146.00,246.50,150.50,171.50,247.00,185.36,253.00,266.00,560.67,642.00,169.00,324.00,688.00,218.50,121.50,401.00
41,482.50,611.00,284.50,547.00,599.50,161.00,185.50,454.29,238.50,250.00,376.33,352.00,313.78,456.00,409.50,350.96,384.50,260.50,512.50,198.00,475.50,384.00,254.00,306.00,286.00,419.50,167.50,159.50,246.50,159.00,185.50,250.00,201.86,253.00,274.50,569.17,663.00,186.00,344.00,711.00,233.00,131.50,416.00
42,491.00,626.00,284.50,562.00,606.50,161.00,198.00,454.29,253.50,269.00,395.33,364.00,313.78,476.50,422.00,362.46,402.00,282.00,524.50,198.00,495.00,395.50,256.50,327.00,302.50,433.00,178.50,175.00,246.50,159.00,198.50,254.00,212.86,253.00,292.00,573.67,688.50,205.50,363.00,732.00,249.00,146.50,430.50
43,506.00,639.00,284.50,575.00,615.00,161.00,207.50,454.29,268.00,287.00,413.33,375.00,327.05,496.50,433.00,377.46,421.00,298.50,542.50,199.50,516.00,406.00,266.00,345.00,320.50,447.50,185.00,188.50,254.00,159.00,210.00,257.00,225.86,254.50,311.00,584.17,709.00,226.00,383.50,752.00,269.00,162.00,449.00
44,519.00,649.50,284.50,590.50,620.00,161.00,221.00,461.29,282.18,303.00,435.33,391.00,341.23,514.50,436.50,395.96,441.00,315.00,561.00,208.00,537.00,414.50,276.00,362.00,335.50,463.00,186.00,202.00,268.50,172.00,219.00,259.00,243.86,264.00,328.00,598.17,733.00,244.00,399.00,772.00,289.00,177.50,465.00
45,532.50,660.00,294.00,606.00,629.50,173.50,233.00,472.79,296.88,321.50,458.33,407.50,360.73,533.50,438.50,412.46,462.00,329.00,580.00,214.50,554.50,422.50,287.00,378.50,355.00,481.00,186.00,219.00,273.50,190.50,227.50,276.00,264.86,274.00,345.00,617.17,756.50,261.50,415.00,792.00,308.00,196.50,480.00
46,547.00,670.50,301.00,619.00,630.00,185.50,246.00,473.79,314.88,335.00,477.83,425.00,379.73,554.50,438.50,431.96,482.50,339.50,599.00,228.50,573.50,435.00,296.50,392.00,373.50,496.00,186.00,234.50,273.50,207.50,240.50,286.00,286.86,284.00,365.00,627.67,778.50,279.00,432.50,807.00,330.50,212.50,498.00
47,566.50,688.50,301.00,626.00,630.50,198.50,258.50,473.79,331.88,347.50,495.83,442.00,398.23,574.00,440.00,448.96,500.50,349.00,619.50,247.50,592.50,449.50,311.00,407.00,389.00,504.50,197.50,244.50,282.00,220.50,256.00,298.00,306.36,293.50,385.00,640.17,799.50,298.00,450.00,814.00,351.50,229.00,515.50
48,585.50,709.00,301.00,638.00,632.00,203.50,271.00,479.79,348.38,362.00,518.33,459.50,416.73,598.00,454.00,465.96,514.50,360.00,640.50,267.50,608.50,464.50,326.50,430.00,406.50,510.50,206.00,259.00,295.50,230.50,276.50,313.00,324.86,306.00,402.00,660.17,818.00,315.00,468.00,822.00,374.50,252.50,531.00
49,602.50,731.50,301.00,652.00,639.00,203.50,288.50,494.79,362.38,377.00,538.83,479.00,432.23,619.50,471.00,483.96,537.50,373.00,659.50,286.00,625.00,478.50,342.00,448.50,424.00,518.50,212.00,272.50,310.50,242.50,294.50,329.00,346.36,317.50,422.50,676.17,838.50,332.00,486.00,833.50,394.50,277.50,546.50
50,613.00,753.50,305.00,665.00,646.50,207.50,306.00,508.29,380.88,391.00,561.33,495.50,450.23,637.50,489.50,500.96,557.00,386.00,679.00,303.50,642.50,499.00,355.00,467.50,441.00,528.50,221.00,289.50,326.50,255.50,310.50,344.00,365.36,329.00,446.50,687.17,861.00,346.50,502.00,842.00,414.50,297.50,562.00
51,630.00,775.00,305.00,684.00,654.50,224.50,317.00,513.79,397.76,408.50,580.83,514.50,467.73,657.50,512.00,519.96,577.00,397.00,694.50,319.50,656.00,520.50,365.00,485.50,459.00,546.00,235.50,310.50,343.00,265.00,325.50,355.00,378.36,346.00,468.00,703.67,885.50,367.50,519.50,852.00,436.00,315.50,576.00
52,648.00,797.00,310.50,704.50,657.50,241.50,323.50,528.79,416.10,425.00,600.83,533.00,483.23,676.50,535.00,540.96,602.50,412.00,712.00,337.50,669.50,542.50,373.50,508.50,477.00,568.50,248.50,332.00,362.00,279.00,339.50,373.50,393.86,361.00,490.00,722.67,910.00,392.00,542.50,857.50,456.50,333.84,597.00
53,663.00,815.00,324.50,721.00,658.00,253.50,332.00,548.29,429.60,445.00,618.83,551.50,498.23,698.50,556.00,559.71,626.00,433.00,731.00,353.50,684.00,562.00,386.50,530.00,495.00,587.00,262.50,355.50,379.50,294.00,355.00,395.00,410.86,379.00,509.50,742.17,939.00,415.50,562.50,865.00,474.50,352.59,617.50
54,679.00,832.00,345.50,743.00,665.00,265.00,341.00,565.79,448.10,464.00,638.33,572.00,517.23,723.00,575.00,581.21,649.00,457.50,751.50,365.50,698.50,585.00,400.00,554.00,514.50,608.00,273.00,377.50,394.00,309.00,369.00,416.50,432.36,401.50,529.00,762.17,963.50,436.50,579.50,876.50,495.50,372.59,638.00
55,695.00,852.50,365.00,764.50,673.50,275.00,351.50,582.79,464.60,480.50,654.83,588.00,537.23,744.50,596.00,599.71,668.50,481.00,776.00,375.50,716.50,604.50,414.50,580.50,537.50,631.50,282.50,397.00,400.50,325.00,389.50,435.50,450.86,420.50,549.00,785.17,988.00,457.00,600.00,898.50,518.50,394.59,656.00
56,715.50,875.00,382.50,785.50,693.55,292.00,362.00,595.79,481.10,493.50,677.83,607.50,558.73,763.00,616.50,621.21,690.00,503.00,800.50,386.50,732.50,628.00,434.50,605.00,554.00,660.00,299.00,423.00,405.50,344.50,412.00,450.00,472.86,434.50,572.50,810.67,1011.00,479.00,618.00,920.50,539.50,416.59,677.00
57,739.00,896.50,399.00,804.00,713.43,300.50,373.50,612.29,501.10,506.50,696.83,629.00,574.23,788.50,637.50,641.71,709.00,523.50,818.00,398.50,748.00,647.00,454.00,630.50,572.00,687.50,319.50,444.00,415.50,361.50,433.50,467.00,494.36,451.50,595.50,834.17,1035.00,500.50,634.50,942.00,558.50,435.59,697.50
58,758.00,916.00,417.50,824.50,736.43,306.00,387.00,632.29,520.56,526.00,716.33,646.50,592.23,814.00,659.50,661.17,728.50,544.50,829.00,412.50,767.50,665.00,480.00,656.50,589.00,719.00,330.00,462.50,424.00,380.50,448.50,483.00,516.86,467.50,619.50,861.17,1061.00,518.50,654.00,964.50,572.00,457.09,716.00
59,779.00,941.00,430.00,849.00,758.43,313.00,401.00,654.29,541.06,547.00,739.33,669.50,613.73,840.00,681.50,685.67,747.50,566.50,840.50,426.00,788.00,688.00,508.50,682.50,609.50,746.50,342.50,483.00,437.50,401.50,464.50,500.00,542.36,484.00,640.50,883.17,1083.00,539.00,672.50,990.50,590.50,476.09,734.00
60,801.00,961.00,444.50,873.50,778.43,321.00,420.50,679.29,559.06,569.00,759.83,691.50,632.73,863.00,702.00,705.49,764.50,585.00,857.00,439.00,809.00,703.50,527.50,711.00,632.00,777.50,353.00,504.50,447.50,422.00,481.00,516.50,562.86,499.50,667.00,906.67,1110.00,558.00,690.00,1015.50,607.50,491.59,754.50
61,825.00,978.50,459.50,894.50,793.43,334.00,441.00,699.29,576.06,592.50,781.33,714.50,648.73,886.50,721.50,731.49,787.50,603.00,877.00,450.50,832.00,714.00,543.50,741.00,658.00,805.00,369.50,525.50,463.50,443.00,497.00,533.50,577.86,518.00,694.50,927.67,1133.50,578.00,710.00,1042.00,626.00,506.09,779.50
62,846.50,996.00,470.50,912.50,812.43,349.50,464.50,719.29,597.56,618.50,798.83,734.00,664.23,912.50,742.50,762.49,808.50,623.00,896.00,460.00,853.00,716.50,555.00,775.00,681.50,830.50,388.00,545.50,480.50,468.50,511.00,550.00,590.36,534.00,722.00,948.67,1159.50,600.50,727.50,1064.50,649.50,524.59,799.50
63,869.00,1013.50,481.00,931.50,826.43,368.50,482.00,736.79,611.06,646.50,816.83,753.50,675.23,940.00,759.00,785.99,833.50,643.00,912.50,468.50,876.00,716.50,571.00,799.50,708.00,854.00,409.00,565.50,498.50,497.50,531.50,565.50,606.86,552.00,749.50,972.17,1182.50,627.00,746.50,1087.00,675.00,543.59,819.00
64,892.50,1030.50,495.00,949.00,836.43,386.00,497.50,757.79,630.56,665.50,833.83,774.00,685.23,965.00,775.00,810.49,860.00,671.00,929.50,485.50,895.50,719.00,589.00,822.00,740.00,878.50,425.00,584.50,520.00,524.50,556.50,586.50,624.86,567.50,773.00,995.67,1207.00,649.50,767.00,1109.00,700.00,562.59,840.50
65,915.50,1054.50,514.50,968.50,845.93,403.50,511.00,778.29,651.56,681.00,850.83,796.00,692.73,989.50,794.50,833.49,886.50,696.50,948.50,501.00,915.00,730.50,606.50,840.00,770.50,901.00,443.50,602.50,540.00,545.50,579.00,607.00,644.36,583.50,795.00,1019.17,1229.00,668.50,786.00,1131.50,726.50,581.09,863.50
66,939.00,1081.50,534.00,989.50,862.43,420.50,526.50,799.79,675.06,702.00,873.33,819.00,705.73,1012.00,817.50,858.49,917.00,724.00,968.50,514.00,937.00,748.50,626.00,859.00,807.00,924.00,458.50,622.50,559.50,566.00,596.00,627.50,667.36,598.00,820.50,1043.67,1255.00,692.50,804.50,1155.50,752.50,603.09,886.50
67,964.00,1111.50,555.00,1013.00,879.93,438.50,545.00,823.29,696.06,724.00,893.83,843.50,723.23,1039.50,839.50,882.49,940.00,754.00,987.50,525.50,958.50,767.00,641.50,883.00,839.00,952.50,467.50,644.00,580.00,588.00,615.50,647.50,689.86,613.00,849.00,1065.67,1281.00,716.50,822.00,1181.50,777.50,625.11,910.50
68,990.00,1142.00,575.00,1037.50,903.93,455.50,564.00,847.79,721.06,748.50,918.33,865.00,736.73,1063.00,860.00,908.99,963.00,778.00,1006.00,537.00,982.00,785.00,659.50,907.50,864.00,978.00,478.00,664.00,600.00,612.50,638.00,666.50,706.86,633.50,876.00,1091.67,1306.00,738.50,845.00,1207.50,804.00,646.61,929.50
69,1013.50,1172.00,599.00,1066.50,928.43,467.00,578.50,870.29,745.06,763.50,942.83,885.00,750.73,1082.50,883.50,938.49,991.00,802.00,1025.50,554.00,1006.00,801.50,677.50,928.00,885.00,1009.50,498.50,682.50,621.00,634.00,658.00,690.00,721.86,655.50,905.50,1117.67,1333.50,767.00,868.50,1233.00,831.00,669.11,950.00
70,1032.00,1198.00,619.00,1090.00,952.93,478.50,592.00,888.79,771.56,784.00,965.33,905.00,765.73,1104.50,909.00,968.99,1019.00,825.50,1042.50,576.50,1029.50,818.00,696.50,948.00,910.00,1034.00,522.00,701.50,644.00,657.50,676.00,712.50,740.36,680.00,937.00,1141.67,1359.50,798.50,892.00,1258.00,859.50,689.11,971.00
71,1056.50,1228.50,638.50,1116.00,976.93,491.00,606.50,911.29,796.06,809.00,987.83,924.00,781.73,1125.50,933.00,996.49,1050.00,851.00,1059.50,598.00,1054.50,838.00,718.50,968.50,934.50,1063.50,543.50,720.50,665.50,692.50,698.50,735.00,756.86,707.00,970.50,1168.17,1386.00,828.00,916.00,1283.00,879.00,709.61,993.50
72,1076.00,1257.00,656.50,1143.50,998.93,504.00,625.00,934.29,819.06,829.50,1009.83,944.50,802.23,1149.00,962.50,1023.49,1082.50,871.00,1079.00,616.50,1077.00,856.50,739.00,987.00,959.00,1092.00,568.50,738.00,687.00,726.00,718.00,757.00,769.86,737.00,1003.00,1192.67,1413.50,854.00,940.50,1306.00,906.00,731.11,1016.00
73,1097.00,1288.50,677.50,1170.50,1022.93,520.50,648.00,956.29,845.56,850.00,1032.83,965.50,819.23,1174.00,988.50,1049.99,1119.00,894.50,1096.00,638.00,1101.50,879.00,763.00,1006.00,984.00,1119.50,589.00,759.50,707.50,757.00,737.50,781.50,783.86,759.00,1040.00,1217.17,1447.00,878.00,967.00,1330.50,932.00,753.11,1037.50
74,1118.00,1321.00,696.00,1197.00,1049.93,536.50,668.50,977.29,870.56,871.50,1058.83,986.50,835.73,1197.50,1017.50,1073.99,1155.50,918.00,1115.50,665.00,1124.00,904.50,788.00,1027.00,1005.50,1145.00,610.50,781.50,728.50,786.50,762.00,802.00,803.86,776.00,1074.00,1241.67,1482.50,908.50,986.50,1356.50,957.00,775.61,1060.50
75,1141.50,1353.50,718.50,1220.50,1072.43,558.50,684.50,999.29,894.06,893.00,1086.83,1009.00,851.73,1224.00,1042.00,1099.99,1185.50,939.00,1138.00,693.00,1147.50,928.50,810.50,1047.50,1030.50,1170.50,632.50,804.50,750.00,808.50,783.00,823.50,822.86,792.00,1110.50,1267.67,1519.00,937.00,1003.50,1379.50,985.00,799.11,1083.00
76,1170.00,1381.00,739.00,1251.00,1094.43,577.50,702.50,1022.79,913.06,911.50,1114.83,1035.00,868.23,1258.50,1066.00,1125.49,1214.50,963.00,1156.00,719.50,1174.50,953.50,836.50,1068.00,1054.50,1196.50,655.00,831.00,770.50,833.50,804.00,845.00,840.86,812.00,1150.50,1293.17,1549.00,963.50,1024.50,1404.50,1014.00,823.11,1110.00
