# CHICKEN
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997
#
julian_day,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00
80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00
82,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,4.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00
83,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,4.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,25.50,0.00,0.00,0.00,0.00,0.00,0.00
84,2.00,5.00,0.00,0.00,0.00,0.00,0.00,9.00,7.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00
85,7.00,5.00,1.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,47.00,7.00,0.00,0.00,0.00,0.50,0.00
86,10.50,5.00,7.50,0.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,57.50,8.50,0.00,0.00,0.00,0.50,0.00
87,10.50,5.00,12.50,0.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,4.00,68.50,8.50,0.00,0.00,0.00,0.50,0.00
88,10.50,5.00,12.50,0.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,4.00,79.50,8.50,0.00,0.00,0.00,3.00,0.00
89,10.50,5.00,12.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,21.50,0.00,4.00,84.50,8.50,0.00,5.50,0.00,5.00,0.00
90,10.50,5.00,12.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,1.50,6.00,0.00,0.00,0.00,0.00,35.00,0.00,4.00,88.50,8.50,0.00,5.50,0.00,5.00,0.00
91,10.50,5.00,12.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,1.50,6.00,3.00,0.00,0.00,0.00,46.50,0.00,4.00,93.50,8.50,0.00,5.50,0.00,5.00,0.00
92,10.50,5.50,12.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,5.00,0.00,1.50,6.00,3.00,0.00,0.00,1.00,61.00,5.50,4.00,101.50,8.50,0.00,5.50,0.00,5.00,0.00
93,10.50,5.50,13.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,12.50,0.00,4.00,6.00,3.00,0.00,0.00,2.50,76.00,5.50,4.00,101.50,8.50,0.00,5.50,0.00,5.00,0.00
94,10.50,5.50,13.50,1.00,0.00,0.00,0.00,9.00,9.00,0.00,17.50,0.00,4.50,6.00,3.00,0.00,0.00,3.00,83.50,5.50,4.00,101.50,8.50,0.00,5.50,0.00,5.00,0.00
95,13.00,5.50,13.50,1.00,0.00,0.00,2.00,9.00,13.00,0.00,18.50,0.00,4.50,6.00,3.00,0.00,0.00,4.50,88.50,7.50,4.00,101.50,8.50,0.00,5.50,0.00,5.00,0.00
96,19.50,5.50,13.50,1.00,0.00,0.00,3.00,9.00,17.50,0.00,22.00,0.00,4.50,8.50,3.00,0.00,0.00,6.00,96.00,13.00,4.00,101.50,8.50,0.00,5.50,1.00,5.00,0.00
97,27.00,5.50,13.50,2.00,0.00,0.00,6.50,13.00,21.00,0.00,27.00,0.00,5.00,8.50,5.00,0.00,5.00,10.50,104.50,13.00,4.00,102.50,8.50,0.00,5.50,1.00,5.00,0.00
98,33.00,5.50,13.50,5.50,0.00,0.00,10.50,13.00,21.00,9.00,27.00,0.00,5.00,8.50,13.00,0.00,5.00,17.00,112.50,13.00,4.00,109.50,8.50,0.00,5.50,1.00,5.00,0.00
99,39.00,5.50,13.50,5.50,0.00,0.00,19.50,15.50,22.00,18.00,27.00,0.00,5.00,8.50,22.50,0.00,5.00,20.50,117.00,13.00,4.00,117.50,8.50,0.00,5.50,1.00,7.00,0.00
100,44.50,5.50,13.50,5.50,0.00,0.00,25.00,21.00,25.50,27.50,27.00,0.00,5.00,8.50,23.00,0.00,5.00,23.00,125.50,13.00,7.00,129.00,8.50,0.00,5.50,1.00,8.00,0.00
101,51.00,5.50,13.50,10.00,0.00,0.00,29.50,21.00,26.50,36.00,27.00,0.00,5.00,8.50,24.50,0.00,5.00,28.50,140.00,16.50,12.50,140.50,8.50,0.00,5.50,1.00,9.00,0.00
102,62.00,6.50,13.50,20.50,0.00,3.50,32.50,21.00,26.50,44.50,27.00,0.00,7.00,8.50,28.50,0.00,5.00,28.50,152.50,22.00,26.00,152.00,8.50,0.00,5.50,1.00,11.00,0.00
103,64.00,6.50,13.50,27.00,0.00,11.00,36.50,21.00,26.50,49.50,27.00,3.00,12.50,8.50,37.00,0.00,5.00,29.00,164.50,25.00,37.50,165.50,8.50,0.00,5.50,1.00,13.00,0.43
104,73.50,6.50,13.50,34.50,0.00,21.50,40.50,21.00,26.50,49.50,27.00,3.00,18.00,8.50,52.00,0.00,8.50,29.00,168.00,25.00,45.00,174.00,15.00,5.00,5.50,1.00,13.00,0.69
105,89.50,9.00,16.00,44.00,0.00,23.50,40.50,21.00,26.50,52.50,27.00,3.00,24.50,8.50,63.00,0.00,20.00,29.00,171.50,28.50,45.00,177.50,20.50,13.00,7.50,1.00,13.00,1.81
106,104.50,13.50,21.00,49.00,0.00,31.00,43.00,21.00,26.50,58.50,28.50,9.50,24.50,8.50,70.50,0.00,31.00,31.00,177.50,28.50,45.00,183.50,28.50,19.50,7.50,2.00,13.00,3.24
107,118.50,19.50,21.00,54.00,0.00,40.50,45.00,26.50,26.50,62.50,28.50,15.50,28.00,8.50,81.00,0.00,41.00,37.50,190.00,28.50,45.00,191.00,44.00,28.50,7.50,10.50,13.00,5.84
108,135.00,33.50,21.00,61.00,5.50,45.00,48.00,27.00,26.50,70.50,28.50,17.50,38.00,8.50,92.50,0.00,53.00,44.00,201.00,28.50,45.00,202.50,53.50,39.50,7.50,13.50,16.00,8.96
109,143.50,52.00,21.00,61.00,12.50,53.00,53.50,30.00,29.50,78.50,28.50,18.50,53.00,9.50,108.00,0.00,60.50,53.50,212.00,28.50,45.00,212.50,65.50,52.50,7.50,13.50,23.00,12.70
110,159.00,70.00,21.00,61.00,22.50,63.50,59.50,34.00,29.50,90.00,28.50,21.50,72.50,12.50,122.50,0.00,69.00,69.00,221.00,28.50,45.50,212.50,81.50,70.00,7.50,15.50,34.00,17.87
111,165.50,88.00,32.50,68.50,27.50,69.98,68.00,44.50,33.00,100.00,33.50,21.50,81.50,13.00,137.00,0.00,83.00,75.00,231.50,28.50,45.50,220.00,99.00,74.50,7.50,21.00,46.00,24.35
112,174.50,101.50,43.50,77.00,30.00,78.22,73.00,62.00,37.50,116.50,44.50,21.50,89.50,14.50,151.00,0.00,95.00,76.50,246.50,28.50,48.00,232.00,115.50,79.50,10.00,28.00,57.50,32.59
113,186.00,116.50,51.00,88.00,30.00,97.22,81.50,78.50,45.00,129.00,59.50,26.00,97.00,19.50,168.00,0.00,104.50,79.50,265.00,32.50,56.00,243.00,126.50,87.50,13.50,28.00,68.50,42.19
114,196.00,124.50,64.50,99.50,30.00,113.72,90.00,95.50,60.00,144.00,74.50,34.00,102.50,31.00,179.00,2.50,116.00,87.00,277.50,42.00,66.50,243.50,134.50,97.50,25.00,28.00,80.00,52.29
115,206.00,131.00,72.00,103.00,31.00,132.22,96.50,114.00,67.00,156.00,81.50,38.50,110.50,42.50,189.50,2.50,127.00,99.50,294.00,58.50,80.50,248.00,143.00,112.00,39.50,28.00,92.00,61.53
116,217.50,134.00,79.50,110.50,41.00,155.22,107.00,132.00,72.00,169.50,93.00,44.50,122.50,56.00,202.00,2.50,138.50,111.50,314.00,77.50,89.00,250.00,143.00,129.50,50.50,30.00,104.00,70.08
117,220.00,134.00,87.50,122.00,56.00,181.22,120.50,152.00,74.50,181.50,107.00,60.00,141.50,68.00,215.50,2.50,152.50,126.50,326.50,92.50,94.50,252.50,143.00,135.50,60.50,36.50,117.50,78.56
118,226.50,148.00,101.00,130.50,70.00,204.22,136.50,173.50,77.00,194.50,119.50,79.00,159.50,81.00,226.50,2.50,167.00,141.50,341.00,103.00,101.00,259.50,146.00,137.00,67.50,45.00,135.00,89.30
119,238.50,159.00,112.00,134.00,91.00,232.72,148.00,195.50,77.50,204.50,137.00,99.00,184.50,91.50,242.00,2.50,180.00,156.00,354.50,117.00,109.00,270.00,152.50,145.00,79.50,57.50,147.50,101.13
120,249.50,168.50,124.50,136.00,115.50,248.22,160.32,215.00,82.50,217.00,153.00,121.50,208.50,103.50,253.50,2.50,196.00,166.00,370.00,129.50,120.50,285.50,161.00,162.00,91.00,72.00,161.50,113.45
121,263.50,171.00,134.50,146.00,138.50,257.72,180.32,231.50,84.50,225.50,170.00,145.50,223.00,118.50,270.50,5.00,210.00,178.00,380.50,141.00,137.50,304.50,161.00,168.50,104.00,84.00,172.50,125.55
122,277.00,175.50,147.00,153.50,138.50,268.22,203.32,250.00,92.00,239.00,177.50,170.00,234.00,135.50,286.50,13.00,227.00,189.50,393.00,154.50,149.00,322.50,162.50,175.50,119.50,99.00,188.00,138.41
123,288.00,184.50,159.50,161.00,138.50,276.72,216.32,268.00,102.00,256.00,196.00,194.50,243.50,146.50,292.00,27.00,246.50,197.50,410.50,172.50,155.50,333.50,170.50,191.50,133.00,107.00,197.50,151.24
124,302.00,190.00,172.50,172.50,138.50,285.72,224.32,285.50,114.15,276.50,212.00,216.00,251.50,158.00,295.00,31.00,268.00,207.50,425.00,186.50,165.00,343.00,181.00,211.00,144.50,114.50,211.50,163.39
125,312.50,192.00,190.00,182.50,138.50,295.22,238.32,300.00,127.65,290.50,232.50,232.00,266.00,169.00,302.50,31.00,291.50,221.00,438.00,200.00,180.50,351.00,194.00,224.00,158.00,125.50,229.50,175.94
126,329.50,203.50,202.50,187.00,145.00,310.22,253.82,321.50,142.15,306.00,251.50,248.50,283.00,178.00,314.50,35.00,311.50,235.00,453.00,213.50,192.00,362.00,208.50,241.00,173.50,139.00,248.50,189.73
127,347.50,217.00,214.50,200.50,161.00,326.72,273.32,340.50,155.15,317.00,267.00,259.00,296.00,188.50,323.50,39.00,335.00,250.00,471.50,232.00,203.50,377.50,226.00,261.50,183.50,152.00,272.50,204.11
128,356.50,232.00,231.50,213.00,177.00,343.22,288.82,365.50,170.65,329.50,281.00,269.50,312.50,199.00,336.50,44.00,356.50,269.50,491.00,253.00,215.50,402.50,243.00,278.00,194.00,167.50,294.00,219.68
129,371.50,249.00,248.50,222.00,196.50,363.72,298.82,397.00,183.65,344.50,290.50,286.00,325.00,209.50,351.50,57.00,375.00,295.50,508.50,273.50,233.50,423.50,264.00,298.00,209.00,177.00,301.50,236.20
130,388.00,262.50,256.00,233.00,213.50,384.22,314.30,423.00,194.65,359.50,303.50,302.50,337.50,220.50,355.00,79.00,389.50,314.00,527.00,290.00,256.50,446.50,286.50,318.00,216.00,191.00,317.50,251.68
131,404.00,279.50,269.00,246.00,230.50,405.22,323.30,447.00,214.15,372.50,321.00,315.50,350.50,230.00,364.00,96.50,404.00,334.00,548.00,305.00,283.00,464.50,313.00,341.50,225.50,207.00,333.00,268.13
132,410.50,303.00,280.00,254.50,247.12,421.84,344.30,477.50,228.15,385.50,339.50,326.00,371.50,234.00,379.50,111.50,421.50,353.50,568.00,325.50,303.50,478.50,337.50,359.00,236.50,227.50,345.50,284.75
133,420.50,324.00,290.00,267.50,262.62,436.34,370.30,505.50,244.15,399.00,362.00,339.50,392.50,240.50,393.50,128.50,443.50,372.50,592.00,345.00,316.00,495.50,362.50,371.00,253.00,245.00,366.00,302.42
134,436.00,344.50,297.00,285.00,283.12,448.84,385.30,534.00,259.65,412.00,382.00,351.00,403.00,250.00,409.50,131.00,463.00,394.50,622.00,370.50,335.00,517.00,385.50,389.50,266.50,262.00,378.50,319.71
135,449.50,365.00,302.00,300.50,309.12,464.84,407.30,563.00,284.15,431.50,395.00,368.50,421.50,267.00,420.00,131.50,478.50,420.50,652.50,393.00,346.00,542.00,400.00,408.00,279.00,279.50,390.50,337.40
136,472.00,384.50,305.50,315.00,324.62,482.84,430.30,583.50,309.65,450.50,409.00,378.00,442.00,281.50,430.50,142.50,502.00,449.50,686.00,411.00,359.50,567.00,412.50,427.00,286.00,297.00,404.50,355.64
137,499.00,400.50,316.50,333.00,342.12,496.34,458.30,608.00,329.15,467.50,426.50,388.50,460.50,300.00,448.00,158.50,523.00,475.50,714.00,434.00,378.00,595.50,431.50,445.50,305.00,320.00,422.50,375.81
138,519.50,410.50,334.75,349.50,360.62,509.34,484.30,627.00,343.15,480.50,443.00,403.00,480.50,321.00,460.00,175.00,548.50,505.00,729.50,458.50,401.50,613.00,444.00,460.50,319.00,344.50,444.00,394.06
139,541.50,419.50,354.25,364.50,383.12,523.84,511.30,653.50,366.15,497.50,459.00,425.00,513.00,347.00,475.00,175.00,566.50,536.00,740.00,478.00,428.50,634.00,453.00,479.50,332.00,367.00,464.00,413.39
140,563.50,429.50,370.75,382.50,406.62,542.84,537.80,674.50,388.65,519.00,476.00,450.00,545.50,376.50,490.50,175.00,579.50,567.00,754.00,493.00,456.00,658.00,473.00,500.00,347.50,396.50,485.50,433.34
141,583.50,449.50,391.25,404.50,433.12,558.84,557.30,696.00,414.15,542.50,494.50,478.00,570.50,407.50,508.50,182.50,590.00,595.50,781.50,513.50,482.00,684.00,487.00,520.50,369.00,424.50,510.00,454.94
142,616.00,465.50,402.25,421.00,463.12,571.34,575.30,715.00,436.15,566.50,515.50,507.50,598.00,438.00,527.00,198.00,604.00,627.00,803.50,534.00,502.50,715.50,506.00,539.00,396.00,454.00,528.50,476.87
143,636.00,481.50,422.25,437.50,493.62,594.15,602.80,737.50,457.65,596.00,535.50,531.00,626.50,467.00,551.00,215.00,610.50,660.50,834.50,553.00,525.00,743.50,529.00,558.00,415.00,471.50,552.50,499.68
144,656.00,497.50,438.75,453.00,524.12,611.15,632.30,759.50,481.65,625.00,554.00,557.50,656.50,495.50,578.50,233.00,627.50,694.50,855.50,570.50,540.50,775.00,554.00,574.00,424.50,499.00,573.00,522.68
145,685.00,516.00,452.75,469.00,554.12,624.65,663.80,782.00,506.65,650.00,577.50,584.50,685.50,528.00,610.00,256.50,649.50,730.00,877.00,589.50,560.50,800.00,587.00,593.00,440.00,523.50,598.00,547.66
146,715.00,529.50,467.75,484.50,587.62,643.65,694.30,805.50,535.15,683.00,613.00,610.50,717.00,553.50,641.00,281.50,668.50,755.00,890.00,607.00,582.50,831.00,615.50,612.00,460.00,557.50,616.00,572.42
147,743.00,543.50,485.25,503.50,621.12,668.15,714.30,830.50,566.15,717.00,635.50,638.50,745.00,580.50,662.00,307.50,691.00,788.00,909.00,619.50,602.50,866.00,637.50,636.00,484.50,582.50,638.00,596.47
148,777.00,562.50,500.25,517.50,641.12,691.65,733.30,855.50,575.65,743.50,662.50,671.00,773.50,609.50,686.50,335.00,718.50,818.50,925.00,635.50,625.00,899.00,667.00,651.50,502.50,608.50,664.50,620.57
149,815.00,579.00,512.75,536.00,663.67,720.15,759.80,880.50,590.15,759.50,681.50,694.00,805.00,642.50,705.50,363.00,740.00,843.50,942.00,664.00,645.50,917.50,688.50,663.00,526.00,627.00,686.50,643.12
150,851.00,596.50,531.25,557.50,688.67,749.65,787.30,913.00,614.15,781.00,697.50,715.00,840.50,674.50,728.00,390.00,770.00,876.00,968.50,692.00,662.50,945.50,720.50,678.50,550.50,646.50,708.50,669.17
151,884.00,622.00,549.75,586.00,714.67,774.65,814.80,943.50,641.15,802.50,712.00,733.00,870.00,707.00,746.50,420.00,802.00,901.50,988.00,707.50,685.50,981.00,747.00,702.00,578.00,663.50,730.00,694.53
152,918.00,638.50,576.25,611.00,740.17,803.15,843.30,969.00,666.38,825.50,732.50,756.50,897.00,739.00,775.50,453.50,822.00,922.00,1008.00,726.50,705.00,1007.50,779.50,733.00,606.50,679.00,750.50,719.76
153,950.50,659.00,593.75,632.00,763.67,828.15,869.30,989.00,693.88,855.00,755.00,781.50,926.50,766.00,794.00,487.00,839.50,937.00,1032.00,749.50,727.00,1029.00,807.50,759.00,636.00,695.50,777.00,743.64
154,975.50,680.00,617.75,656.50,789.62,855.15,896.80,1010.50,719.38,889.00,782.00,816.50,957.00,786.00,811.50,524.50,861.00,962.00,1060.50,779.00,751.00,1054.00,828.50,785.00,664.50,710.50,800.50,769.59
155,1000.00,699.00,644.25,682.00,810.62,883.65,920.30,1031.50,732.88,922.00,810.00,853.00,988.50,811.50,838.50,554.50,879.00,983.50,1091.00,809.50,777.00,1073.50,854.50,805.50,698.50,730.50,822.50,795.16
156,1025.40,719.00,668.75,709.00,833.12,914.15,948.80,1054.50,736.88,965.50,836.50,891.50,1015.00,839.00,865.00,571.50,903.50,1013.50,1110.00,840.50,802.00,1090.50,877.50,825.50,729.50,755.00,844.00,820.56
157,1062.90,740.50,696.75,740.50,853.62,948.65,979.30,1075.50,750.38,1004.00,857.50,933.50,1042.00,863.00,896.50,592.50,928.50,1034.00,1131.00,862.50,831.00,1111.50,897.50,847.50,758.00,783.00,871.50,846.61
158,1102.90,768.50,726.25,773.00,876.12,976.89,1015.30,1101.50,776.38,1035.00,880.00,969.00,1067.50,888.00,929.00,617.00,952.00,1056.50,1160.00,892.00,856.50,1140.00,917.50,870.00,792.00,813.50,894.50,874.85
159,1137.40,801.00,759.75,799.00,905.62,1007.89,1047.80,1127.50,800.38,1051.00,904.50,990.50,1093.00,914.00,956.00,639.00,981.00,1076.00,1180.00,930.00,880.50,1169.00,940.00,894.00,814.00,843.00,919.50,901.21
160,1158.40,843.00,795.75,824.00,933.12,1040.39,1082.30,1160.00,830.38,1073.00,930.00,1020.50,1116.50,938.50,989.00,669.00,1006.00,1095.00,1200.00,976.00,901.50,1194.50,968.50,920.00,833.50,877.50,943.50,929.52
161,1182.90,881.00,833.75,853.00,961.62,1069.89,1113.30,1192.00,865.38,1104.50,955.50,1053.00,1141.50,961.50,1022.00,701.50,1028.00,1118.50,1227.50,1021.50,926.00,1218.50,998.50,946.50,859.50,910.50,974.00,959.40
162,1206.40,915.50,865.75,884.00,986.62,1106.39,1141.30,1220.14,897.88,1130.00,982.50,1084.50,1165.50,981.50,1051.50,723.50,1056.00,1143.00,1257.00,1059.00,948.00,1248.50,1022.50,975.50,885.50,923.50,1010.00,987.54
163,1236.40,955.00,893.25,915.50,1010.12,1134.89,1170.30,1257.14,926.21,1159.00,1012.50,1116.00,1192.50,1004.00,1089.00,741.50,1077.50,1168.50,1287.00,1082.50,963.50,1276.50,1049.50,1001.50,906.00,947.50,1049.00,1015.87
164,1258.90,994.00,923.25,941.50,1038.62,1158.89,1198.80,1291.64,961.71,1184.50,1041.00,1146.00,1214.00,1026.00,1116.50,762.50,1098.00,1189.00,1317.00,1101.00,980.00,1305.00,1074.50,1030.00,927.00,966.50,1080.00,1042.13
165,1288.40,1034.50,954.25,962.50,1065.62,1185.39,1227.30,1326.64,999.71,1213.00,1071.50,1174.50,1236.50,1052.50,1142.00,788.50,1127.00,1211.00,1340.00,1115.50,1000.00,1334.50,1101.50,1054.50,951.00,986.50,1111.50,1069.58
166,1315.90,1069.50,985.25,990.50,1093.62,1213.39,1255.79,1360.14,1042.21,1237.00,1099.50,1202.00,1262.00,1076.50,1165.50,821.50,1147.50,1240.00,1367.50,1134.50,1027.50,1364.50,1132.50,1084.50,980.50,1006.50,1136.50,1098.07
167,1343.90,1107.00,1007.25,1014.50,1118.62,1242.46,1288.79,1396.64,1081.71,1264.00,1128.00,1225.00,1290.00,1097.50,1191.00,858.50,1176.00,1273.50,1387.50,1160.50,1055.50,1397.50,1163.50,1118.00,1008.00,1036.50,1164.50,1127.14
168,1367.40,1147.00,1025.25,1042.50,1148.12,1267.96,1323.29,1430.64,1113.71,1293.00,1158.50,1250.00,1311.50,1119.50,1213.50,898.50,1206.50,1303.00,1416.00,1187.50,1081.50,1426.00,1199.00,1155.00,1038.50,1061.00,1194.50,1156.00
169,1395.90,1181.50,1051.75,1075.50,1173.62,1296.96,1360.29,1466.14,1150.71,1323.00,1190.00,1275.00,1342.50,1139.00,1239.50,930.00,1230.00,1332.50,1447.00,1211.00,1111.50,1459.00,1231.00,1185.00,1071.50,1092.00,1228.50,1185.95
170,1421.40,1214.00,1079.25,1113.50,1197.62,1326.79,1396.29,1495.64,1185.21,1355.00,1221.50,1303.00,1366.50,1165.00,1266.50,962.00,1245.50,1358.50,1484.00,1239.00,1145.00,1485.50,1267.00,1223.00,1103.00,1123.50,1261.00,1215.78
171,1448.90,1255.00,1106.75,1150.00,1222.12,1357.79,1435.79,1524.64,1214.71,1388.50,1251.50,1331.50,1395.00,1193.50,1294.50,997.00,1262.50,1392.50,1516.50,1275.00,1172.50,1515.00,1301.50,1249.00,1134.00,1159.00,1293.00,1246.90
172,1481.90,1288.00,1129.25,1187.00,1254.31,1384.79,1474.29,1551.14,1243.71,1424.50,1284.00,1361.00,1427.00,1221.50,1325.50,1034.50,1293.50,1426.00,1550.00,1308.50,1207.50,1549.50,1330.50,1281.50,1165.00,1190.50,1322.00,1279.09
173,1511.40,1316.50,1158.25,1223.00,1281.31,1411.29,1516.79,1576.14,1272.21,1457.00,1319.50,1385.00,1454.00,1253.50,1359.00,1063.50,1315.00,1458.50,1575.00,1337.50,1250.00,1585.50,1364.00,1307.00,1192.50,1224.00,1354.50,1310.16
174,1540.90,1345.00,1181.25,1255.00,1304.31,1442.79,1557.79,1601.14,1292.71,1490.00,1360.50,1413.00,1483.50,1286.50,1390.00,1096.00,1339.00,1491.00,1601.50,1373.00,1280.50,1621.50,1389.50,1338.50,1221.50,1259.50,1381.00,1340.54
